GeneID,SRR26282776,SRR26282777,SRR26282778,SRR26282781,SRR26282782,SRR26282783
ENSG00000261294,0,0,0,0,0,0
ENSG00000261505,17,9,8,3,7,14
ENSG00000219274,0,2,3,1,2,2
ENSG00000007520,1183,1375,1147,1464,1033,1153
ENSG00000260425,13,10,21,14,7,8
ENSG00000133393,1587,1571,1485,1462,805,1505
ENSG00000206778,1,0,0,4,0,2
ENSG00000262171,2,7,9,1,1,9
ENSG00000215003,12,4,14,5,7,2
ENSG00000180035,560,587,517,614,358,521
ENSG00000280137,0,0,0,0,0,0
ENSG00000179965,113,109,138,105,76,127
ENSG00000199787,1,0,1,0,1,0
ENSG00000179918,1779,1780,1574,1724,1087,1351
ENSG00000202476,0,0,0,0,0,0
ENSG00000222701,0,0,0,0,0,0
ENSG00000261346,0,0,0,0,0,0
ENSG00000260487,1,0,0,0,0,0
ENSG00000251706,0,0,0,0,0,0
ENSG00000261332,0,0,0,0,0,0
ENSG00000266305,0,0,0,0,0,0
ENSG00000169957,815,809,831,1093,815,993
ENSG00000261459,0,0,0,0,0,0
ENSG00000278922,43,43,49,56,73,72
ENSG00000235560,16,13,16,12,17,10
ENSG00000260494,11,7,11,6,5,5
ENSG00000169951,223,223,211,237,224,228
ENSG00000239791,1,3,4,5,5,2
ENSG00000197162,299,301,330,215,263,329
ENSG00000260167,14,11,14,3,5,8
ENSG00000261588,4,5,4,4,3,3
ENSG00000156853,351,349,365,448,255,375
ENSG00000260678,0,0,0,0,1,0
ENSG00000261680,0,0,0,0,0,0
ENSG00000260113,0,0,0,0,0,0
ENSG00000156858,756,755,773,884,796,870
ENSG00000156860,1972,1897,1912,2506,1922,2386
ENSG00000252074,0,0,0,1,0,0
ENSG00000222287,2,0,0,2,1,3
ENSG00000005844,1,3,1,0,1,1
ENSG00000260545,1,0,0,2,1,2
ENSG00000260927,6,6,7,2,7,8
ENSG00000070770,957,872,1012,850,1011,867
ENSG00000260867,0,0,0,0,0,0
ENSG00000240863,0,0,0,0,0,0
ENSG00000103023,1,0,0,0,0,1
ENSG00000179958,1080,1089,931,1315,530,761
ENSG00000261181,0,0,0,0,0,0
ENSG00000261362,0,0,0,0,0,0
ENSG00000103222,4689,4371,4013,4200,4087,3675
ENSG00000280189,1,0,1,1,0,0
ENSG00000166152,0,0,0,0,0,0
ENSG00000263110,0,0,0,0,0,0
ENSG00000261623,0,0,0,0,0,0
ENSG00000102935,8,2,12,2,6,6
ENSG00000260089,0,0,0,0,0,0
ENSG00000260024,0,0,0,0,0,0
ENSG00000280131,0,0,0,0,0,0
ENSG00000259978,0,0,0,0,0,0
ENSG00000275155,1,2,6,0,1,3
ENSG00000279842,0,0,0,0,0,0
ENSG00000261751,0,0,0,0,0,0
ENSG00000244551,0,0,0,0,0,0
ENSG00000283365,0,0,0,0,0,0
ENSG00000121281,859,746,797,941,916,1006
ENSG00000274969,1,0,0,0,1,0
ENSG00000121274,1234,1247,1065,1847,561,1184
ENSG00000260146,0,1,0,0,0,2
ENSG00000260755,0,0,0,0,0,0
ENSG00000261519,0,0,0,0,0,0
ENSG00000275745,0,0,0,0,0,0
ENSG00000217555,6,6,2,1,0,3
ENSG00000254788,2,0,0,2,1,5
ENSG00000277978,2,5,1,1,2,2
ENSG00000140932,1,0,0,2,5,2
ENSG00000260650,0,0,1,0,0,0
ENSG00000140931,366,355,351,396,209,310
ENSG00000183723,2984,2716,3048,2463,1259,2433
ENSG00000260465,0,0,0,0,0,0
ENSG00000287965,5,4,1,0,5,3
ENSG00000260558,2,0,1,0,1,1
ENSG00000188603,21,28,36,13,20,35
ENSG00000166780,1954,2144,2112,1437,2734,2255
ENSG00000176046,161,147,209,82,161,205
ENSG00000197165,103,119,114,47,61,120
ENSG00000261656,2,2,2,0,4,4
ENSG00000260851,2,0,0,0,1,0
ENSG00000166548,155,150,184,156,113,146
ENSG00000167977,1166,1293,976,1299,898,1082
ENSG00000279901,11,7,4,12,5,7
ENSG00000172382,146,156,179,87,217,235
ENSG00000205913,69,55,62,74,40,44
ENSG00000276791,34,43,26,14,16,19
ENSG00000221719,0,0,0,0,0,0
ENSG00000007038,1748,1789,1915,1431,1788,1665
ENSG00000262154,35,13,40,13,10,27
ENSG00000263325,3,5,9,1,3,7
ENSG00000153446,1,2,2,2,2,2
ENSG00000140995,720,730,697,727,671,747
ENSG00000103168,672,661,697,617,520,685
ENSG00000011638,339,276,369,204,298,480
ENSG00000162066,609,603,632,487,289,399
ENSG00000099364,1226,1257,1049,1948,895,1023
ENSG00000099385,447,510,415,548,324,451
ENSG00000103549,2060,1772,1833,2444,2543,1687
ENSG00000153066,953,953,807,875,574,739
ENSG00000153406,441,457,411,344,320,395
ENSG00000103253,881,931,1100,582,804,1018
ENSG00000089505,9,9,1,9,14,10
ENSG00000260084,0,0,0,0,0,1
ENSG00000275383,2,1,2,0,5,3
ENSG00000252040,0,0,0,0,0,0
ENSG00000252640,0,0,0,0,0,0
ENSG00000062038,3633,3512,3891,3071,4192,3977
ENSG00000260577,6,3,6,5,5,4
ENSG00000260860,2,2,2,5,4,7
ENSG00000261395,1,3,2,3,4,0
ENSG00000039068,2668,2457,2298,2415,1640,1644
ENSG00000200558,0,0,1,0,0,0
ENSG00000260798,0,2,1,3,0,0
ENSG00000260459,6,3,2,2,0,4
ENSG00000199979,0,0,0,0,1,0
ENSG00000277211,0,0,0,0,0,0
ENSG00000263253,0,0,0,0,0,0
ENSG00000227624,0,0,0,0,0,0
ENSG00000169347,0,0,0,0,0,0
ENSG00000169344,0,0,0,0,2,0
ENSG00000169340,0,0,0,0,0,0
ENSG00000263237,0,0,0,0,0,0
ENSG00000183549,0,0,0,0,0,0
ENSG00000262995,0,0,0,0,0,0
ENSG00000183747,1,0,0,0,0,0
ENSG00000280306,0,0,0,0,0,0
ENSG00000008516,50,33,54,31,35,40
ENSG00000167194,1,1,0,0,1,0
ENSG00000212379,0,0,0,0,0,0
ENSG00000261078,0,0,0,0,0,0
ENSG00000252271,0,0,0,0,0,0
ENSG00000276131,0,0,0,0,0,0
ENSG00000260186,3,1,1,0,2,1
ENSG00000200556,0,0,0,0,0,1
ENSG00000103037,535,513,498,401,310,438
ENSG00000125107,6108,5139,5061,5839,3526,4227
ENSG00000276259,0,0,0,0,0,0
ENSG00000207493,0,0,1,2,0,0
ENSG00000206952,0,0,0,0,0,0
ENSG00000281910,0,0,0,0,0,0
ENSG00000260865,1,0,1,0,0,0
ENSG00000103042,303,307,283,256,181,238
ENSG00000279889,1,0,0,0,1,0
ENSG00000125166,1795,1808,1492,2141,1005,1342
ENSG00000200424,0,0,0,0,0,0
ENSG00000244003,0,0,0,0,0,0
ENSG00000260451,0,0,0,0,0,0
ENSG00000242423,0,0,0,0,0,0
ENSG00000103479,3121,2871,2978,2592,1369,3124
ENSG00000103494,724,612,628,792,300,428
ENSG00000258947,64,74,91,129,36,82
ENSG00000065457,475,495,437,386,261,371
ENSG00000070729,32,19,14,8,27,30
ENSG00000229917,0,1,0,1,0,1
ENSG00000274038,1,0,3,2,0,2
ENSG00000262020,1,1,1,1,0,0
ENSG00000159579,506,451,414,501,230,462
ENSG00000189067,2344,2225,2215,1653,1773,2067
ENSG00000183454,217,215,174,78,61,95
ENSG00000260468,1,3,0,1,0,1
ENSG00000213853,4309,4529,3788,3583,2216,3092
ENSG00000256013,0,0,0,0,0,0
ENSG00000260310,1,2,2,3,4,2
ENSG00000234186,0,0,0,0,1,0
ENSG00000166188,171,190,174,202,163,202
ENSG00000229809,181,162,161,159,215,184
ENSG00000166451,644,616,485,827,271,365
ENSG00000205423,528,505,429,634,353,552
ENSG00000205730,3158,2859,2895,2176,1784,2769
ENSG00000126856,1,0,1,0,0,1
ENSG00000196155,44,49,26,33,10,21
ENSG00000090581,677,712,700,586,681,580
ENSG00000066813,1,0,0,0,0,0
ENSG00000260201,0,0,0,0,0,0
ENSG00000260762,0,0,0,0,0,0
ENSG00000005187,23,45,45,26,29,44
ENSG00000275315,0,0,0,0,0,0
ENSG00000274730,0,0,0,0,0,0
ENSG00000066654,1601,1595,1366,1589,624,1389
ENSG00000283399,7,3,0,3,1,7
ENSG00000285303,0,0,0,1,0,1
ENSG00000260510,0,0,4,0,0,0
ENSG00000200893,1,0,2,0,0,2
ENSG00000005189,132,120,107,104,96,112
ENSG00000275908,1,0,0,0,0,0
ENSG00000166743,4,9,6,5,2,4
ENSG00000279357,3,1,4,1,1,4
ENSG00000183044,464,433,417,311,255,308
ENSG00000243954,0,1,0,0,0,0
ENSG00000238417,0,1,0,0,0,0
ENSG00000260764,0,0,0,0,0,1
ENSG00000184857,223,280,210,181,189,264
ENSG00000260350,4,3,1,0,5,0
ENSG00000153048,1616,1620,1621,1608,824,1509
ENSG00000261481,1,2,0,0,0,3
ENSG00000260979,0,2,1,2,1,4
ENSG00000261692,1,2,0,2,1,0
ENSG00000287351,3,1,4,1,1,4
ENSG00000252887,0,1,0,0,0,0
ENSG00000270832,0,0,0,0,0,2
ENSG00000086504,1461,1597,1433,1696,1449,1278
ENSG00000129925,1729,1715,1463,1914,1395,1274
ENSG00000103202,1927,1965,1798,1645,2040,1746
ENSG00000242612,291,299,264,207,182,214
ENSG00000276984,1,0,1,1,0,0
ENSG00000125144,29,26,30,45,1,59
ENSG00000262120,0,0,0,0,0,0
ENSG00000260734,0,0,0,0,0,0
ENSG00000262008,0,0,0,0,0,0
ENSG00000261611,0,1,0,0,0,1
ENSG00000247324,1,1,2,1,0,1
ENSG00000157429,36,39,46,46,23,47
ENSG00000260520,0,0,0,0,0,0
ENSG00000140835,27,34,23,36,21,16
ENSG00000260015,3,1,2,3,0,0
ENSG00000252339,0,0,0,0,0,0
ENSG00000260886,1,4,1,1,1,2
ENSG00000198650,1,6,2,1,0,0
ENSG00000260593,4,5,8,2,2,2
ENSG00000140832,368,345,283,306,289,269
ENSG00000040199,424,404,355,343,137,267
ENSG00000260185,0,0,1,1,1,0
ENSG00000199301,0,0,0,0,0,0
ENSG00000263666,0,0,1,0,0,0
ENSG00000261513,0,3,2,1,0,2
ENSG00000260612,1,0,0,0,0,1
ENSG00000166747,2197,1959,1637,1853,816,1426
ENSG00000223224,1,1,0,0,0,1
ENSG00000283057,1,0,0,0,0,0
ENSG00000262140,0,1,1,0,0,0
ENSG00000279592,0,0,0,0,0,0
ENSG00000260326,17,13,7,19,5,9
ENSG00000260939,0,0,0,0,0,1
ENSG00000261291,4,5,1,2,6,2
ENSG00000280227,0,0,1,0,0,0
ENSG00000261056,12,11,8,11,3,5
ENSG00000279589,2,3,1,10,3,5
ENSG00000238645,0,0,0,1,0,0
ENSG00000202193,0,0,0,0,0,1
ENSG00000103546,1,0,1,0,1,1
ENSG00000278928,0,0,0,0,0,0
ENSG00000260765,0,1,0,0,0,1
ENSG00000261330,0,0,0,1,0,0
ENSG00000261540,0,0,0,0,0,0
ENSG00000166509,0,0,0,0,0,0
ENSG00000260731,0,0,0,2,0,1
ENSG00000261776,0,0,0,0,0,0
ENSG00000276007,0,0,0,0,0,0
ENSG00000279991,0,0,0,0,0,0
ENSG00000260969,0,0,0,0,0,0
ENSG00000287106,0,0,0,0,0,0
ENSG00000260014,1,0,0,0,0,1
ENSG00000260733,0,0,0,0,0,0
ENSG00000279887,0,0,0,0,0,1
ENSG00000261837,0,0,0,0,0,0
ENSG00000279129,0,0,0,0,0,0
ENSG00000286894,0,0,0,0,0,0
ENSG00000243101,0,1,0,0,1,0
ENSG00000280115,0,1,0,0,0,0
ENSG00000280190,1,0,0,0,0,0
ENSG00000260816,1,1,2,3,1,2
ENSG00000279732,0,0,0,0,0,0
ENSG00000261537,0,1,0,0,0,0
ENSG00000280274,0,0,0,0,1,0
ENSG00000260694,0,0,0,0,0,0
ENSG00000260479,0,0,0,0,0,0
ENSG00000260511,0,0,0,0,0,0
ENSG00000277954,0,0,0,0,0,0
ENSG00000285918,0,0,0,0,0,0
ENSG00000261722,0,0,0,0,0,0
ENSG00000222244,0,0,0,0,0,0
ENSG00000261472,0,0,0,0,0,0
ENSG00000175595,630,575,536,562,307,527
ENSG00000242307,2,3,2,3,1,6
ENSG00000262732,4,3,3,7,3,8
ENSG00000263234,0,0,0,0,0,0
ENSG00000261856,0,1,0,0,0,0
ENSG00000276564,39,36,25,18,9,24
ENSG00000262529,1,1,2,0,1,1
ENSG00000262470,8,6,8,7,3,4
ENSG00000091262,99,110,127,61,107,115
ENSG00000118898,5319,4878,4802,3954,6211,5321
ENSG00000103184,6,2,4,1,5,8
ENSG00000267072,0,0,0,0,0,0
ENSG00000033011,485,491,386,507,227,270
ENSG00000162004,264,283,322,216,252,300
ENSG00000134398,3,7,3,0,3,3
ENSG00000261583,0,0,0,0,0,0
ENSG00000279756,2,1,0,0,1,2
ENSG00000166869,7,5,3,5,6,7
ENSG00000166501,6,2,0,2,0,1
ENSG00000279276,0,0,0,0,0,0
ENSG00000279202,0,0,0,0,0,0
ENSG00000274466,0,0,0,0,0,0
ENSG00000279554,0,0,0,0,0,0
ENSG00000260264,0,0,0,0,1,0
ENSG00000006116,0,0,0,0,0,0
ENSG00000201541,0,0,0,0,0,0
ENSG00000239081,0,0,0,0,0,0
ENSG00000260072,0,0,1,0,0,1
ENSG00000122257,2942,2965,2800,3746,1953,3544
ENSG00000261392,0,0,0,0,0,0
ENSG00000182831,1816,1754,1459,1763,826,1453
ENSG00000263244,0,0,0,0,0,0
ENSG00000260349,0,0,0,0,0,0
ENSG00000220793,0,2,2,2,0,1
ENSG00000140650,1357,1364,1257,1201,752,1044
ENSG00000167005,3131,3140,2783,3653,1401,2932
ENSG00000288725,0,0,0,0,0,0
ENSG00000125124,1363,1282,1480,1077,1028,1625
ENSG00000224470,1473,1362,1319,1408,829,1127
ENSG00000182149,1538,1509,1438,1289,1070,1272
ENSG00000102984,20,21,26,24,15,21
ENSG00000261765,0,0,0,0,0,0
ENSG00000242176,0,0,0,0,0,0
ENSG00000263311,1,1,4,2,3,1
ENSG00000263232,0,0,0,2,2,2
ENSG00000102967,155,219,181,157,159,185
ENSG00000140830,210,168,144,195,122,177
ENSG00000260252,0,0,0,0,1,0
ENSG00000140829,1306,1278,1195,1374,1552,1139
ENSG00000166589,12,18,4,1,9,8
ENSG00000166595,378,404,373,428,726,459
ENSG00000172831,267,310,307,210,276,268
ENSG00000265408,0,0,0,0,0,0
ENSG00000280416,0,0,0,0,0,0
ENSG00000172828,218,228,205,152,191,220
ENSG00000280334,0,0,0,0,0,1
ENSG00000265918,0,0,0,0,0,0
ENSG00000067955,1227,1235,1012,1265,551,890
ENSG00000102878,144,119,168,74,132,191
ENSG00000103024,1589,1668,1708,1077,1476,1795
ENSG00000285043,53,45,42,45,21,40
ENSG00000159648,2,1,1,1,2,1
ENSG00000185338,20,18,20,23,9,19
ENSG00000213918,273,212,252,326,250,316
ENSG00000168488,4088,3492,4020,4082,4153,4243
ENSG00000197774,1035,994,869,912,567,731
ENSG00000167523,144,164,150,179,98,103
ENSG00000168418,0,0,1,0,1,0
ENSG00000103404,966,913,828,1158,513,687
ENSG00000205832,8,1,5,3,2,1
ENSG00000277481,3,3,1,2,0,1
ENSG00000008517,28,23,24,19,28,26
ENSG00000261284,0,0,0,0,0,0
ENSG00000259874,0,0,0,0,0,0
ENSG00000185947,563,520,478,467,178,412
ENSG00000259950,1,2,1,0,0,0
ENSG00000261289,0,0,0,0,0,0
ENSG00000197476,0,0,0,0,0,0
ENSG00000260218,0,0,0,0,0,0
ENSG00000261704,0,0,0,0,0,0
ENSG00000223931,0,0,0,0,0,0
ENSG00000260048,0,0,0,0,0,0
ENSG00000270472,0,0,0,0,0,0
ENSG00000260584,0,0,0,0,0,0
ENSG00000286473,0,0,0,0,0,1
ENSG00000279997,0,0,0,0,0,0
ENSG00000260847,0,0,0,0,0,0
ENSG00000260649,0,0,0,0,0,0
ENSG00000260540,0,0,0,0,0,0
ENSG00000260344,0,0,0,0,0,0
ENSG00000260575,0,0,0,0,0,0
ENSG00000260402,0,0,0,0,0,0
ENSG00000103355,0,0,1,0,0,1
ENSG00000177200,2851,2531,2461,2927,1186,2199
ENSG00000135702,2,2,1,0,3,3
ENSG00000174938,1145,1112,1201,663,1057,1330
ENSG00000259803,122,118,186,73,139,194
ENSG00000255524,10,6,5,1,7,7
ENSG00000180209,4,8,6,5,6,9
ENSG00000180917,527,546,451,517,204,501
ENSG00000261260,0,1,0,0,1,1
ENSG00000261348,0,0,0,1,0,1
ENSG00000167377,19,19,19,13,14,21
ENSG00000222375,0,0,0,0,0,0
ENSG00000185905,0,0,3,0,0,0
ENSG00000260719,0,0,0,0,0,0
ENSG00000174992,4,8,5,2,5,4
ENSG00000275857,0,0,0,0,0,0
ENSG00000259952,3,4,4,7,0,4
ENSG00000238045,62,63,74,65,108,124
ENSG00000280607,0,0,0,0,0,0
ENSG00000167371,57,57,75,53,91,110
ENSG00000280893,0,0,0,0,0,0
ENSG00000280789,233,221,146,256,110,202
ENSG00000281348,0,0,0,0,0,0
ENSG00000013364,2475,2462,2605,1447,2726,2735
ENSG00000079616,1776,1924,1682,2443,1480,1619
ENSG00000138834,6689,6556,6919,4872,6616,6431
ENSG00000285848,1,0,0,0,0,0
ENSG00000103196,31,22,10,15,13,19
ENSG00000260859,0,0,0,0,0,1
ENSG00000279622,0,0,0,0,0,0
ENSG00000260340,0,0,0,0,0,0
ENSG00000153786,1218,1087,1100,984,997,1075
ENSG00000278214,0,0,0,0,0,0
ENSG00000275088,0,1,0,0,1,0
ENSG00000287787,2,5,5,7,3,2
ENSG00000270313,0,0,0,0,0,1
ENSG00000179219,2,1,0,4,0,0
ENSG00000266307,0,0,0,0,0,0
ENSG00000135709,61,63,57,67,55,59
ENSG00000286808,50,58,56,31,34,46
ENSG00000140743,761,757,678,897,714,801
ENSG00000260635,8,4,7,3,4,6
ENSG00000260790,2,7,2,5,1,12
ENSG00000277041,0,0,0,0,0,0
ENSG00000260973,0,0,1,0,0,0
ENSG00000260905,0,0,0,0,0,0
ENSG00000196678,661,581,508,547,217,526
ENSG00000188215,171,171,171,179,125,138
ENSG00000102897,260,319,290,224,200,306
ENSG00000289491,0,0,0,0,0,0
ENSG00000260439,1,2,1,4,1,5
ENSG00000276931,1,5,2,1,4,1
ENSG00000289281,24,9,20,5,16,16
ENSG00000132600,434,520,463,369,327,320
ENSG00000288026,0,0,0,0,0,0
ENSG00000261017,0,0,0,0,0,0
ENSG00000261538,0,0,0,0,0,0
ENSG00000121270,5,2,0,5,6,3
ENSG00000176842,274,272,176,250,165,178
ENSG00000132613,695,590,687,682,840,805
ENSG00000140987,361,318,342,334,203,324
ENSG00000184730,3,3,4,3,2,2
ENSG00000149922,17,21,12,14,28,37
ENSG00000167208,1,0,0,0,0,0
ENSG00000153815,772,750,733,921,839,709
ENSG00000159720,527,530,439,530,273,238
ENSG00000261701,1,0,0,0,0,0
ENSG00000103021,125,120,136,86,141,171
ENSG00000157106,8216,6873,6245,7911,3850,6208
ENSG00000167522,3201,3124,3005,3080,2845,2580
ENSG00000257017,4,0,5,3,5,6
ENSG00000287718,0,0,0,0,0,0
ENSG00000261282,0,0,0,0,0,0
ENSG00000261238,0,0,0,0,0,0
ENSG00000280344,1,0,0,0,0,0
ENSG00000103449,43,39,22,24,33,26
ENSG00000180096,54,64,58,28,58,64
ENSG00000157368,10,7,6,1,7,4
ENSG00000103154,34,14,31,12,24,20
ENSG00000149926,11,13,19,6,16,20
ENSG00000140943,1963,1886,1787,1658,1291,1493
ENSG00000279100,0,0,0,0,0,0
ENSG00000260471,0,0,0,0,0,0
ENSG00000261248,0,1,0,0,0,1
ENSG00000275236,1,3,2,0,1,2
ENSG00000103035,477,536,453,558,325,396
ENSG00000239763,31,31,34,17,12,16
ENSG00000260884,30,32,40,21,18,16
ENSG00000261079,2,1,1,5,1,5
ENSG00000276822,0,0,0,0,0,0
ENSG00000140839,1,1,1,0,2,1
ENSG00000261170,7,19,8,14,15,18
ENSG00000251794,0,2,0,0,2,0
ENSG00000207525,0,0,0,0,0,0
ENSG00000240861,0,0,0,0,0,0
ENSG00000196436,1,1,1,1,0,4
ENSG00000140798,1,1,0,0,0,0
ENSG00000205084,194,181,234,113,132,209
ENSG00000103363,1994,2252,1984,2136,1744,1991
ENSG00000275504,0,0,0,0,0,0
ENSG00000260999,0,0,0,0,0,0
ENSG00000266801,0,0,0,1,0,1
ENSG00000202497,0,0,0,0,0,0
ENSG00000271129,0,0,0,0,0,0
ENSG00000103044,151,135,89,266,81,107
ENSG00000168802,4,10,12,18,22,16
ENSG00000207083,1,0,0,0,0,0
ENSG00000200164,0,0,1,2,0,0
ENSG00000286140,0,0,0,0,0,0
ENSG00000198736,374,402,361,423,330,329
ENSG00000140986,9,4,12,5,9,12
ENSG00000140990,1427,1527,1320,1624,1375,1228
ENSG00000140988,32383,35177,35770,31218,33274,35128
ENSG00000206811,0,0,0,0,0,0
ENSG00000207405,0,0,0,0,0,0
ENSG00000255513,0,0,0,0,0,0
ENSG00000273587,0,0,0,0,0,0
ENSG00000179580,3,4,2,3,3,4
ENSG00000277602,1,3,2,1,0,2
ENSG00000183751,1806,1953,1665,1828,1110,1499
ENSG00000196408,0,1,2,0,0,1
ENSG00000261790,23,24,29,19,8,28
ENSG00000127561,339,335,378,240,414,541
ENSG00000260107,0,0,0,0,0,0
ENSG00000265386,0,1,0,0,1,1
ENSG00000065054,1128,1170,1278,1120,1089,1288
ENSG00000221656,0,3,0,0,1,0
ENSG00000260132,1,0,0,0,0,3
ENSG00000174109,235,265,204,263,233,273
ENSG00000284395,1,0,2,1,0,4
ENSG00000279930,4,6,9,1,6,6
ENSG00000261641,0,0,0,0,0,0
ENSG00000260051,28,29,37,23,14,17
ENSG00000197599,16,17,17,16,19,29
ENSG00000224310,0,2,0,0,0,1
ENSG00000261669,6,5,4,9,6,5
ENSG00000140750,1344,1209,1117,1304,769,1087
ENSG00000103018,1084,1154,881,1163,484,741
ENSG00000158865,2,1,1,1,1,2
ENSG00000169955,203,192,206,199,96,155
ENSG00000103319,1303,1317,1236,1119,857,1050
ENSG00000261113,0,0,0,0,0,0
ENSG00000161980,454,477,401,550,387,305
ENSG00000103152,637,720,653,479,598,690
ENSG00000149932,635,731,782,473,455,838
ENSG00000015413,1,0,0,0,1,1
ENSG00000166669,176,163,145,151,96,168
ENSG00000140853,694,692,756,600,569,678
ENSG00000155393,970,1034,784,1143,378,600
ENSG00000232258,0,0,0,0,0,0
ENSG00000103034,412,407,473,303,380,444
ENSG00000176953,1943,1852,1759,1897,953,1558
ENSG00000289336,0,0,0,0,0,0
ENSG00000256982,0,0,0,0,0,0
ENSG00000289423,1,0,1,4,0,0
ENSG00000261241,2,7,1,3,3,7
ENSG00000289119,9,12,9,10,7,11
ENSG00000288935,10,7,13,3,5,5
ENSG00000260834,1,0,0,0,0,0
ENSG00000289171,19,19,15,11,9,16
ENSG00000289023,2,4,0,1,1,2
ENSG00000261399,2,1,0,1,0,2
ENSG00000140945,1,1,0,0,1,0
ENSG00000277387,0,0,0,0,0,0
ENSG00000280044,0,0,0,0,0,0
ENSG00000260862,0,0,0,0,0,0
ENSG00000286528,0,0,0,0,0,0
ENSG00000263360,0,0,0,0,0,0
ENSG00000260832,0,0,0,0,0,0
ENSG00000261410,0,0,0,0,0,0
ENSG00000263785,0,0,0,0,0,0
ENSG00000261103,0,0,0,0,0,0
ENSG00000288554,0,0,0,0,0,0
ENSG00000230989,479,511,386,662,131,370
ENSG00000259914,0,0,0,0,0,0
ENSG00000288849,0,0,0,0,0,0
ENSG00000276571,19,25,15,8,8,9
ENSG00000103550,779,744,633,723,489,575
ENSG00000261312,1,4,0,0,0,1
ENSG00000103540,1147,1051,910,1395,505,1011
ENSG00000261939,0,1,0,0,0,0
ENSG00000167191,150,139,162,149,138,185
ENSG00000174628,107,99,105,121,73,98
ENSG00000237718,0,0,0,0,0,0
ENSG00000102981,152,163,113,176,92,105
ENSG00000124074,144,136,149,88,127,151
ENSG00000159761,3,4,7,2,13,9
ENSG00000141098,419,380,380,353,308,339
ENSG00000270165,7,3,1,1,2,3
ENSG00000289164,4,10,2,7,3,3
ENSG00000198156,1,5,2,1,1,2
ENSG00000179583,491,361,361,169,261,368
ENSG00000270049,41,32,40,14,13,38
ENSG00000039523,916,910,808,1017,896,947
ENSG00000261396,1,2,1,2,0,1
ENSG00000259945,0,0,0,0,0,0
ENSG00000260894,0,0,0,0,0,0
ENSG00000261386,8,8,9,4,4,10
ENSG00000280214,15,10,12,6,8,9
ENSG00000259804,2,6,2,3,4,1
ENSG00000102974,1262,1322,1032,1663,889,976
ENSG00000141084,374,333,307,455,231,306
ENSG00000102904,22,21,16,23,7,29
ENSG00000102901,420,403,388,453,332,341
ENSG00000168286,380,387,354,476,304,351
ENSG00000262141,0,0,0,0,1,0
ENSG00000038358,911,905,780,980,572,660
ENSG00000263126,17,14,9,8,6,18
ENSG00000188038,1,0,0,0,0,1
ENSG00000159792,334,314,305,232,154,188
ENSG00000141086,1,0,1,0,1,0
ENSG00000261884,20,11,20,18,14,17
ENSG00000205220,74,69,55,52,21,34
ENSG00000213398,80,80,88,66,94,99
ENSG00000141096,0,0,0,0,1,0
ENSG00000167261,0,0,0,0,0,1
ENSG00000167264,162,179,164,190,126,124
ENSG00000262962,0,0,0,0,0,0
ENSG00000263201,0,0,0,3,0,0
ENSG00000254609,0,0,0,0,0,0
ENSG00000261695,0,0,0,0,0,0
ENSG00000254852,16,1,1,1,1,4
ENSG00000255037,0,0,0,0,0,0
ENSG00000103512,1075,904,790,972,693,783
ENSG00000270734,0,1,0,0,0,0
ENSG00000257264,0,0,0,0,1,0
ENSG00000284305,0,0,0,0,0,0
ENSG00000179588,100,146,136,142,117,146
ENSG00000263456,0,0,0,0,0,0
ENSG00000261744,5,4,6,3,1,1
ENSG00000158545,1064,1057,951,1205,1187,913
ENSG00000124391,2,4,4,2,3,6
ENSG00000051523,2822,3142,2602,2901,3620,2827
ENSG00000167508,603,666,613,399,560,589
ENSG00000185669,42,41,33,25,45,48
ENSG00000158717,245,265,236,198,161,226
ENSG00000259813,0,0,0,0,0,0
ENSG00000174177,170,208,185,159,139,197
ENSG00000278341,12,8,12,3,3,4
ENSG00000284585,0,0,0,1,0,0
ENSG00000260121,25,24,36,16,13,15
ENSG00000224888,35,35,40,37,14,23
ENSG00000260617,0,0,1,0,0,0
ENSG00000182376,4,2,1,6,3,5
ENSG00000242430,0,0,0,0,0,0
ENSG00000103429,2250,2248,2206,1737,1835,2209
ENSG00000238964,0,0,0,1,0,0
ENSG00000069764,6,9,6,14,18,13
ENSG00000261523,0,0,0,0,0,0
ENSG00000224712,1,2,2,1,0,6
ENSG00000188897,23,18,33,6,23,31
ENSG00000159753,43,67,69,84,102,131
ENSG00000102879,470,514,374,815,436,557
ENSG00000158805,228,210,212,180,193,233
ENSG00000167513,907,1026,1078,843,1071,1085
ENSG00000198931,993,1011,880,1083,530,844
ENSG00000141012,514,474,423,454,414,397
ENSG00000129993,1,1,0,0,1,2
ENSG00000259881,0,0,0,0,0,0
ENSG00000261226,0,0,0,0,0,1
ENSG00000205018,0,0,0,0,0,0
ENSG00000167515,332,380,329,334,266,313
ENSG00000187741,1040,1046,979,1019,459,609
ENSG00000259954,2,0,2,0,0,1
ENSG00000077235,3722,3469,3117,3973,2565,2812
ENSG00000047578,866,788,838,933,821,779
ENSG00000261736,0,2,0,1,0,0
ENSG00000261329,17,20,17,16,8,15
ENSG00000273553,0,0,0,0,0,0
ENSG00000201371,0,1,0,0,0,1
ENSG00000212382,0,0,0,0,0,0
ENSG00000207266,0,0,0,0,0,0
ENSG00000127554,398,417,426,416,604,476
ENSG00000261369,3,3,4,2,3,8
ENSG00000222767,0,0,1,0,0,0
